...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22B_50_CI,X21L_95_CI,X22A_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI,X22B_95_CI
1647,NA,NA,PR,2022-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,NA,NA,PR,2022-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,NA,NA,PR,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,NA,NA,PR,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,NA,NA,PR,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,NA,NA,PR,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,0.675297695654399,0.4686694044838915,PR,2022-11-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1654,0.13829051356772,0.0998789300668325,PR,2022-11-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1655,NA,NA,PR,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,NA,NA,PR,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,NA,NA,PR,2022-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,NA,NA,PR,2022-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,NA,NA,PR,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,NA,NA,PR,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,0.539505840846251,0.3269801533784,PR,2022-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1662,NA,NA,PR,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,NA,NA,PR,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,NA,NA,PR,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,NA,NA,PR,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,NA,NA,PR,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,NA,NA,PR,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,NA,NA,PR,2022-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,NA,NA,PR,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,NA,NA,PR,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,NA,NA,PR,2022-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1672,NA,NA,PR,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,NA,NA,PR,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1674,NA,NA,PR,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1675,NA,NA,PR,2022-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1676,NA,NA,PR,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,0.0891068387462134,0.066984984438436,PR,2022-12-21,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1678,0.801925325154627,0.3873012659090225,PR,2022-12-22,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1679,NA,NA,PR,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,NA,NA,PR,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,1.19454554287038,0.3210927055719555,RI,2022-11-13,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
1682,2.16637277588667,0.34808777929394,RI,2022-11-14,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1
1683,0.22531211071366,0.2563531959017625,RI,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1684,NA,NA,RI,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685,1.41918538079601,0.300941283906916,RI,2022-11-17,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
1686,0.86606844956381,0.318184591412863,RI,2022-11-18,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0
1687,2.15897926564582,0.321763031522216,RI,2022-11-19,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0
1688,0.951371223698345,0.281137237446117,RI,2022-11-20,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
1689,NA,NA,RI,2022-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,0.839589423421506,0.403240731469082,RI,2022-11-22,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1691,0.294448404325019,0.271908551266068,RI,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1692,NA,NA,RI,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,0.890601338136967,0.3311113106886395,RI,2022-11-25,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1694,1.27708472282893,0.2557094082262185,RI,2022-11-26,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
1695,5.63847708588385,0.361660204285981,RI,2022-11-27,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1696,2.06305153580917,0.3297882040723555,RI,2022-11-28,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
1697,NA,NA,RI,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,NA,NA,RI,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,2.04450270045979,0.598059139220685,RI,2022-12-01,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
1700,3.12420265603775,0.355670126259727,RI,2022-12-02,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
1701,1.66556505433829,0.3164163652227585,RI,2022-12-03,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0
1702,4.05630239136775,0.391303992743256,RI,2022-12-04,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1703,4.2420629843565,0.384437257199538,RI,2022-12-05,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0
1704,1.88153690547804,0.504290505579495,RI,2022-12-06,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0
1705,2.08862151780877,0.470773760745683,RI,2022-12-07,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0
1706,1.28318637588642,0.3999713023648775,RI,2022-12-08,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1
1707,1.10117436663749,0.2818596796842755,RI,2022-12-09,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
1708,1.34305782071339,0.4977929582615385,RI,2022-12-10,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1
1709,5.25375401276066,0.3942501816127565,RI,2022-12-11,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
1710,1.22180756868253,0.4808801020039625,RI,2022-12-12,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0
1711,0.69285336289985,0.360479496136342,RI,2022-12-13,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1712,0.211505195046235,0.0468412122255297,RI,2022-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1713,0.797331780575996,0.04769557812474005,RI,2022-12-15,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
1714,1.87552359247613,0.347586742494393,RI,2022-12-16,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
1715,4.43994262367737,0.3771922908376355,RI,2022-12-17,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
1716,6.70389138166604,0.443811932455651,RI,2022-12-18,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
1717,7.54656910737559,0.4235928248321005,RI,2022-12-19,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
1718,0.867956532534186,0.598095541722755,RI,2022-12-20,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
1719,1.06905361015187,0.448892343106747,RI,2022-12-21,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1
1720,7.57199330639376,0.57340049024183,RI,2022-12-22,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
1721,7.34220402621355,0.4402898818016505,RI,2022-12-23,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
1722,0.427863570797614,0.300321917608798,RI,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1723,1.42202092375238,0.2515703275445625,SC,2022-11-13,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1724,9.32695383845161,0.2543417153744685,SC,2022-11-14,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0
1725,1.30140094830801,0.315554712322863,SC,2022-11-15,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1726,1.63829427475816,0.27766590399338,SC,2022-11-16,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
1727,3.73459166779874,0.2952507742330315,SC,2022-11-17,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1728,1.66595383744397,0.26274438720737,SC,2022-11-18,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
1729,0.775021482690703,0.3398479658514605,SC,2022-11-19,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
1730,1.71643918047087,0.4041213409751045,SC,2022-11-20,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0
1731,3.67822588884986,0.2267963452950575,SC,2022-11-21,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0
1732,3.74405437508584,0.2138065732479105,SC,2022-11-22,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
1733,1.4166207044863,0.3051309372994215,SC,2022-11-23,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1734,NA,NA,SC,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1735,4.37390124804892,0.3564204579291445,SC,2022-11-25,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0
1736,1.73315550545535,0.278513423159325,SC,2022-11-26,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
1737,1.41779577473291,0.221585744878024,SC,2022-11-27,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
1738,2.37340335917091,0.204159127510019,SC,2022-11-28,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0
1739,4.04981762520045,0.270116892910469,SC,2022-11-29,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0
1740,3.45447731164685,0.2700585315259585,SC,2022-11-30,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0
1741,6.4267783848135,0.28684126543127,SC,2022-12-01,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
1742,1.55500419533761,0.302083850653357,SC,2022-12-02,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0
1743,0.791926035533638,0.564518096694875,SC,2022-12-03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1744,1.29303800766011,0.3749252773539245,SC,2022-12-04,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1
1745,3.86049388718531,0.4207116618649595,SC,2022-12-05,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
1746,7.13402471417468,0.316444573516475,SC,2022-12-06,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
1747,2.79998509646916,0.262834790778894,SC,2022-12-07,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1748,5.17182688933833,0.27411016450239,SC,2022-12-08,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0
1749,5.1815172330769,0.32192614604073,SC,2022-12-09,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
1750,2.50679258963314,0.4996525657965985,SC,2022-12-10,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1751,0.771743710748669,0.280256781870064,SC,2022-12-11,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
1752,4.0345898756997,0.3945155968600085,SC,2022-12-12,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1753,1.76546898896202,0.3451402813806405,SC,2022-12-13,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
1754,1.56636752944561,0.1931301718578035,SC,2022-12-14,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
1755,3.42852541091546,0.18405694183458499,SC,2022-12-15,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0
1756,3.24540956024865,0.415758269754584,SC,2022-12-16,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0
1757,1.48666371859483,0.372800547419389,SC,2022-12-17,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1758,4.83623196833781,0.221514404748584,SC,2022-12-18,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0
1759,8.11619864930526,0.234982525289702,SC,2022-12-19,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
1760,2.37984798227115,0.219527190839434,SC,2022-12-20,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
1761,2.44493364128035,0.232482414862112,SC,2022-12-21,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1762,4.31154306358562,0.1408184853067085,SC,2022-12-22,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0
1763,8.7598417886107,0.3074423366006425,SC,2022-12-23,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1764,4.23870845845333,0.3071273975722875,SC,2022-12-24,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0
1765,0.383569847040443,0.2761221924337465,SD,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1766,1.45228799151798,0.252065109471798,SD,2022-11-14,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0
1767,0.343043351238228,0.2456299179903585,SD,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
1768,0.960197980583716,0.2825404080864075,SD,2022-11-16,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1769,1.62187396657141,0.2984178197469625,SD,2022-11-17,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1770,1.0737757825218,0.314665166154905,SD,2022-11-18,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1771,NA,NA,SD,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,NA,NA,SD,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,0.267446027833831,0.2656076516124615,SD,2022-11-21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1774,0.756313204502529,0.3065042354602365,SD,2022-11-22,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1775,1.26686976555323,0.3996625895653895,SD,2022-11-23,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1776,NA,NA,SD,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,0.513969769808718,0.248526173448246,SD,2022-11-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1778,0.170868464462529,0.1158003947480455,SD,2022-11-26,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1779,NA,NA,SD,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,2.65530963631389,0.4084089675765605,SD,2022-11-28,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1781,1.9897942501406,0.501783034804535,SD,2022-11-29,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0
1782,0.425061082436632,0.302319112574313,SD,2022-11-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1783,0.896239077105786,0.307250948243595,SD,2022-12-01,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
1784,1.970432658005,0.511287148175225,SD,2022-12-02,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1
1785,0.812969091404969,0.0698518744413115,SD,2022-12-03,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1786,NA,NA,SD,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,1.0133825314553,0.71925073685387,SD,2022-12-05,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
1788,0.250028269020235,0.0579628465482835,SD,2022-12-06,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1789,2.41058665235026,0.3363837415027265,SD,2022-12-07,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0
1790,1.66059501526108,0.754349652835675,SD,2022-12-08,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0
1791,0.412808028048708,0.0502814158444765,SD,2022-12-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1792,0.637575285132769,0.349313669482234,SD,2022-12-10,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1793,1.05737253527709,0.745861771250755,SD,2022-12-11,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1794,0.204067204269514,0.04674837132909865,SD,2022-12-12,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1795,0.0617699633177385,0.046535903148614,SD,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1796,1.06037351059728,0.74889694485674,SD,2022-12-14,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
1797,0.0649299386677579,0.04769557812474005,SD,2022-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1798,NA,NA,SD,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1799,NA,NA,SD,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1800,NA,NA,SD,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1801,NA,NA,SD,2022-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1802,NA,NA,SD,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,0.791486646672209,0.3841503499423325,SD,2022-12-21,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1804,NA,NA,SD,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,NA,NA,SD,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,NA,NA,SD,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,1.05088009709044,0.252973291252516,TN,2022-11-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1808,3.107180256257,0.387497591605227,TN,2022-11-14,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1
1809,1.02765512672434,0.3445911240205415,TN,2022-11-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1810,2.31991681472076,0.3061790620228915,TN,2022-11-16,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0
1811,2.42776837514796,0.273983026348278,TN,2022-11-17,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1812,2.09032934590266,0.2659894358915905,TN,2022-11-18,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
1813,1.01567068238502,0.2185603162940865,TN,2022-11-19,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
1814,1.25207540939384,0.2937957267290245,TN,2022-11-20,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1815,6.66711861911585,0.320976711841752,TN,2022-11-21,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
1816,6.82736156818351,0.3669678544750505,TN,2022-11-22,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
1817,0.948428478986527,0.259262373050011,TN,2022-11-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1818,1.30200977025854,0.4170151277553895,TN,2022-11-24,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1819,1.48451305177851,0.3172583586961035,TN,2022-11-25,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0
1820,4.06936680166746,0.3508475373913765,TN,2022-11-26,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
1821,2.02056524093192,0.3041719888361035,TN,2022-11-27,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
1822,3.97699607453447,0.315020480201119,TN,2022-11-28,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
1823,3.09977057070379,0.2877229521994085,TN,2022-11-29,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0
1824,2.49928916874908,0.317166606486352,TN,2022-11-30,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0
1825,1.56548453261413,0.2554738500095545,TN,2022-12-01,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
1826,2.36664917925995,0.2728760798617445,TN,2022-12-02,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
1827,1.07932859565735,0.209317150511588,TN,2022-12-03,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0
1828,1.85527533999781,0.3118014810441985,TN,2022-12-04,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0
1829,3.63355726513527,0.2637579841511015,TN,2022-12-05,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
1830,4.54576486542519,0.2928862072711475,TN,2022-12-06,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
1831,1.49069359177746,0.20678765118368,TN,2022-12-07,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0
1832,2.72220991244907,0.2456072636327145,TN,2022-12-08,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0
1833,1.3805954112681,0.19485779415336,TN,2022-12-09,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
1834,1.18578738993543,0.186611758972237,TN,2022-12-10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
1835,6.96647891842924,0.4405667419253565,TN,2022-12-11,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0
1836,2.04487911401377,0.236057746028749,TN,2022-12-12,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
1837,3.83906513544273,0.333969495729359,TN,2022-12-13,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
1838,1.96567270828756,0.180991711736267,TN,2022-12-14,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
1839,3.40375137348415,0.344693151507067,TN,2022-12-15,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0
1840,6.4519081716977,0.369930668838865,TN,2022-12-16,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1841,1.05877221171498,0.253558005862368,TN,2022-12-17,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1
1842,1.94532005425174,0.2469477404986585,TN,2022-12-18,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
1843,3.22954501310435,0.2673302351148175,TN,2022-12-19,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1844,6.89105602243743,0.2499932328148055,TN,2022-12-20,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0
1845,6.96939257669329,0.2782553268482225,TN,2022-12-21,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1846,5.12964862888667,0.247787964817225,TN,2022-12-22,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
1847,1.61010689247783,0.257688395520033,TN,2022-12-23,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0
1848,3.04212432645534,0.298658682353946,TN,2022-12-24,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
1849,5.28707666022454,0.2660077195389745,TX,2022-11-13,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
1850,7.11524708305265,0.3184481925861835,TX,2022-11-14,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
1851,5.00397389276868,0.2917658137533815,TX,2022-11-15,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
1852,9.06997298181383,0.260394706545937,TX,2022-11-16,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0
1853,3.1228580763331,0.301029573097804,TX,2022-11-17,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0
1854,1.95956324427607,0.293017761267349,TX,2022-11-18,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
1855,2.75601448941521,0.2490763199676645,TX,2022-11-19,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
1856,5.49113824552543,0.280163652254388,TX,2022-11-20,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1857,4.29569517661923,0.2847938753933135,TX,2022-11-21,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1858,8.49811550788947,0.2549852132095395,TX,2022-11-22,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0
1859,2.70839087281399,0.2857554197857155,TX,2022-11-23,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0
1860,0.596124844402409,0.4170151277553895,TX,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1861,15.9881598657503,0.285090764990688,TX,2022-11-25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1862,2.90602186281166,0.342211776823373,TX,2022-11-26,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
1863,1.70191806122296,0.2226408938777615,TX,2022-11-27,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1864,7.53181814776917,0.25653591167598,TX,2022-11-28,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1865,4.06538797433772,0.2715494593327765,TX,2022-11-29,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
1866,19.6247883281966,0.2935675009161935,TX,2022-11-30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
