...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23H_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23H_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI,X23F_95_CI
1684,NA,NA,RI,2023-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1685,NA,NA,RI,2023-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,NA,NA,RI,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1687,NA,NA,RI,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1688,NA,NA,RI,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1689,NA,NA,RI,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1690,NA,NA,RI,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,NA,NA,RI,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1692,NA,NA,RI,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1693,0.67730382832514,0.475601817463621,RI,2023-11-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1694,NA,NA,RI,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,NA,NA,RI,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1696,NA,NA,RI,2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1697,NA,NA,RI,2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1698,NA,NA,RI,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1699,0.916680999091997,0.466732903215994,RI,2023-11-30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
1700,0.772597890480324,0.216063749694544,RI,2023-12-01,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1701,0.309245344203528,0.225215363195501,RI,2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1702,0.774528748010921,0.549711340489705,RI,2023-12-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
1703,0.462643321551323,0.321249985797911,RI,2023-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1704,0.822408150963807,0.416135606867367,RI,2023-12-05,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1705,0.379365460864245,0.2706909030435885,RI,2023-12-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1706,NA,NA,RI,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1707,NA,NA,RI,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1708,NA,NA,RI,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1709,NA,NA,RI,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1710,NA,NA,RI,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1711,NA,NA,RI,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1712,0.324326150691755,0.278300772673541,RI,2023-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1713,0.562822151452526,0.404097388130134,RI,2023-12-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1714,NA,NA,RI,2023-12-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715,0.177876543188947,0.130738763085541,RI,2023-12-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1716,NA,NA,RI,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1717,1.46389037969964,0.4863048405866935,RI,2023-12-18,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
1718,0.860837439608644,0.400943664545174,RI,2023-12-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1719,1.05159180517089,0.443935456595176,RI,2023-12-20,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1720,2.04762533099849,0.6093284360888,RI,2023-12-21,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0
1721,NA,NA,RI,2023-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1722,NA,NA,RI,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1723,NA,NA,SC,2023-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,1.83101126903888,0.154321798593761,SC,2023-11-13,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0
1725,1.47839546568545,0.50229628515186,SC,2023-11-14,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
1726,1.904162892918,0.57461571185419,SC,2023-11-15,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0
1727,1.0182792093329,0.375644505800629,SC,2023-11-16,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
1728,0.870584944694457,0.3578365988181375,SC,2023-11-17,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0
1729,NA,NA,SC,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1730,0.223582384049166,0.159238277419389,SC,2023-11-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1731,3.85311258324162,0.477511209400275,SC,2023-11-20,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0
1732,NA,NA,SC,2023-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1733,NA,NA,SC,2023-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1734,NA,NA,SC,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1735,0.627207567326246,0.1729786751676675,SC,2023-11-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
1736,NA,NA,SC,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,0.869288976265892,0.60995403797767,SC,2023-11-26,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1738,1.32925457809308,0.52456778348125,SC,2023-11-27,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0
1739,1.08253743184616,0.278092006699242,SC,2023-11-28,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0
1740,NA,NA,SC,2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1741,1.27294639156091,0.419399386366274,SC,2023-11-30,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0
1742,0.31272179228954,0.216063749694544,SC,2023-12-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1743,NA,NA,SC,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1744,NA,NA,SC,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1745,1.47472825330568,0.4516367600798025,SC,2023-12-04,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
1746,0.79258476107155,0.394021935907913,SC,2023-12-05,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
1747,0.965927847455437,0.2786237894832465,SC,2023-12-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
1748,0.907774111644835,0.390265394879453,SC,2023-12-07,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
1749,0.92372184150489,0.366386345593835,SC,2023-12-08,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0
1750,NA,NA,SC,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,NA,NA,SC,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,1.10616520104604,0.3480246489179025,SC,2023-12-11,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
1753,1.59660214076192,0.3671128069060795,SC,2023-12-12,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0
1754,1.42344396648192,0.331516762256392,SC,2023-12-13,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
1755,3.13453778940883,0.659183583390605,SC,2023-12-14,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0
1756,0.963109290350986,0.3569832044699565,SC,2023-12-15,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1757,NA,NA,SC,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1758,NA,NA,SC,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,6.4849777964223,0.588125576044555,SC,2023-12-18,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0
1760,1.7511197215563299,0.53820460442449,SC,2023-12-19,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0
1761,3.3805617000797,0.403989202245058,SC,2023-12-20,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0
1762,0.896387508066088,0.407060164785346,SC,2023-12-21,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1763,4.62010345227189,0.60028918238995,SC,2023-12-22,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0
1764,NA,NA,SC,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1765,0.530802845830169,0.3261832052389785,SD,2023-11-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1766,0.709757102112285,0.500172888226815,SD,2023-11-13,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1767,0.216322914693684,0.1544917934114665,SD,2023-11-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1768,0.219542937556468,0.154891829338822,SD,2023-11-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1769,0.218015120219031,0.1555426475762065,SD,2023-11-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1770,1.20936947786588,0.391103171095047,SD,2023-11-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
1771,NA,NA,SD,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,NA,NA,SD,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,NA,NA,SD,2023-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,0.225208630651696,0.1634323015624515,SD,2023-11-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1775,0.616463429387205,0.16614392975624,SD,2023-11-22,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0
1776,NA,NA,SD,2023-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1777,0.63388726503705,0.1729786751676675,SD,2023-11-24,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1778,NA,NA,SD,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,NA,NA,SD,2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1780,0.827489294666423,0.3084725265665105,SD,2023-11-27,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
1781,1.02692650633751,0.445281492091778,SD,2023-11-28,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
1782,0.710420456488748,0.200211967233833,SD,2023-11-29,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1783,0.879551471558427,0.61992476577458,SD,2023-11-30,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1784,1.35136976475946,0.3151716401843125,SD,2023-12-01,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0
1785,NA,NA,SD,2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1786,NA,NA,SD,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,1.05273533866175,0.4547803039340155,SD,2023-12-04,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1788,0.357502185881234,0.257950572468437,SD,2023-12-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1789,NA,NA,SD,2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1790,NA,NA,SD,2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1791,NA,NA,SD,2023-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1792,0.445723133014739,0.314444945529646,SD,2023-12-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
1793,NA,NA,SD,2023-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,NA,NA,SD,2023-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,NA,NA,SD,2023-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1796,0.929634515437807,0.660768439527705,SD,2023-12-13,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1797,0.880984939247277,0.4100633135222495,SD,2023-12-14,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1798,0.92966347854408,0.64938849444963,SD,2023-12-15,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1799,0.922916944461782,0.65258388034659,SD,2023-12-16,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
1800,1.24458840160031,0.580303110638085,SD,2023-12-17,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0
1801,1.32109848662069,0.4228027033144215,SD,2023-12-18,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
1802,0.730504086702288,0.28328198171707353,SD,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1803,0.11640380506536,0.0864601913467235,SD,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1804,NA,NA,SD,2023-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,0.907315538642074,0.4082685761662305,SD,2023-12-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
1806,1.07403959364445,0.758147608395395,SD,2023-12-23,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
1807,1.22436277456366,0.587860729234135,TN,2023-11-12,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0
1808,1.06771356620586,0.327247343410289,TN,2023-11-13,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1809,NA,NA,TN,2023-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1810,1.04107396666411,0.52002431028801,TN,2023-11-15,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
1811,0.867896753687315,0.61050088883116,TN,2023-11-16,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1812,1.15752313014988,0.5592061843017,TN,2023-11-17,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
1813,0.725047873791017,0.375713992213149,TN,2023-11-18,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0
1814,NA,NA,TN,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1815,1.43597141541798,0.1611418170404245,TN,2023-11-20,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
1816,1.2308628463297,0.589744574253065,TN,2023-11-21,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
1817,1.11902643072475,0.277180869809605,TN,2023-11-22,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
1818,0.232063083381981,0.1693131822788475,TN,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1819,0.601860113322896,0.3476885876019205,TN,2023-11-24,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1820,0.876324844636007,0.3154079036040785,TN,2023-11-25,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1821,1.13918070192738,0.468551589389266,TN,2023-11-26,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0
1822,1.51418300882375,0.371826300368599,TN,2023-11-27,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
1823,0.76023042661539,0.53206628878346,TN,2023-11-28,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
1824,1.36159982380448,0.487109204280652,TN,2023-11-29,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0
1825,0.708937308515693,0.384394078178092,TN,2023-11-30,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1826,1.10749599477135,0.4627232179638735,TN,2023-12-01,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
1827,0.74762125612556,0.393927083041432,TN,2023-12-02,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1828,NA,NA,TN,2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,1.21767720994873,0.3208507222874975,TN,2023-12-04,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0
1830,1.50842566424407,0.267144295475944,TN,2023-12-05,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
1831,1.0606081990664,0.4033313425979955,TN,2023-12-06,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0
1832,0.65606789723941,0.37500569497024,TN,2023-12-07,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
1833,1.42371239809015,0.2521128137344935,TN,2023-12-08,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0
1834,NA,NA,TN,2023-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1835,0.470074391490442,0.3308165998831375,TN,2023-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1836,1.1465218049581,0.385093170292576,TN,2023-12-11,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0
1837,1.83576313677526,0.3660175600213275,TN,2023-12-12,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0
1838,0.627854298046267,0.3307929215018455,TN,2023-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
1839,1.80221651871123,0.6393212650537,TN,2023-12-14,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0
1840,1.05561009605747,0.3633282941968255,TN,2023-12-15,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1841,NA,NA,TN,2023-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1842,0.166017132106231,0.118500472538426,TN,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1843,3.53694257005262,0.509596684413645,TN,2023-12-18,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0
1844,2.64462191963431,0.361121020581733,TN,2023-12-19,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0
1845,3.32395052627355,0.4833597747281745,TN,2023-12-20,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1
1846,3.30702122339504,0.502421012631655,TN,2023-12-21,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0
1847,1.46580642314898,0.403909302125112,TN,2023-12-22,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0
1848,1.93145629221066,0.567104282673275,TN,2023-12-23,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0
1849,0.584888615535152,0.154362995222222,TX,2023-11-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0
1850,3.63248162098342,0.4762359449939045,TX,2023-11-13,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0
1851,1.82573371915178,0.1544917934114665,TX,2023-11-14,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0
1852,1.54811011132341,0.386922196347141,TX,2023-11-15,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
1853,0.756098044072186,0.383021768203683,TX,2023-11-16,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1854,NA,NA,TX,2023-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1855,NA,NA,TX,2023-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1856,NA,NA,TX,2023-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1857,1.83711157776541,0.4448730788382835,TX,2023-11-20,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0
1858,2.01340834717819,0.3729939128259915,TX,2023-11-21,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1859,0.838447184642713,0.592500252169035,TX,2023-11-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1860,0.227322144534919,0.1693131822788475,TX,2023-11-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1861,0.514663463262128,0.324290246315644,TX,2023-11-24,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
1862,NA,NA,TX,2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1863,0.831397853313731,0.5918405281658,TX,2023-11-26,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
1864,2.39635323373132,0.386058067695165,TX,2023-11-27,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
1865,0.878515799814598,0.3862057745273545,TX,2023-11-28,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0
1866,0.890474169653264,0.3257923212461095,TX,2023-11-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1867,2.00949515867046,0.440938241276671,TX,2023-11-30,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
1868,1.57426578298911,0.524336161768585,TX,2023-12-01,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0
1869,0.312163715310022,0.225215363195501,TX,2023-12-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1870,1.63444563024836,0.599449849971675,TX,2023-12-03,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1
1871,2.27049765060713,0.418633454478128,TX,2023-12-04,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0
1872,2.24383450938794,0.4691645154338405,TX,2023-12-05,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0
1873,2.71756434770872,0.468560350858653,TX,2023-12-06,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0
